candidate_id,task_family,difficulty_bucket,answer_magnitude_bucket,reasoning_length_bucket,main_signal_eligible,main_raw_score,main_residual_score,control_signal_eligible,control_raw_score,control_residual_score,selected_by_main,selected_by_control
candidate_pool-0000,ratio_change,easy,medium,short,True,0.22142857,0.00101411,True,1.02109308,0.85655715,False,True
candidate_pool-0001,multiplicative_relation,easy,medium,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0002,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0003,temporal_numeric_constraint,easy,medium,long,True,-0.19444444,0.03053106,True,-0.91302697,-0.59697285,False,False
candidate_pool-0004,ratio_change,medium,small,medium,True,0.36428571,0.20107937,True,1.8998195,0.83460366,True,False
candidate_pool-0005,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0006,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0007,temporal_numeric_constraint,medium,small,long,True,-0.12962963,-0.08779461,True,-1.19625121,-1.06921128,False,False
candidate_pool-0008,ratio_change,hard,small,long,True,0.14285714,-0.08003663,True,0.0,-1.02349544,False,False
candidate_pool-0009,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0010,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0011,temporal_numeric_constraint,hard,small,long,True,0.42424242,0.02158443,True,7.24844238,-0.12987929,False,False
candidate_pool-0012,ratio_change,easy,small,short,True,0.04184704,-0.11727092,True,0.66059867,-0.26682774,False,False
candidate_pool-0013,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0014,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0015,temporal_numeric_constraint,easy,medium,long,True,-0.42592593,-0.20095042,True,-0.18391433,0.13213978,False,True
candidate_pool-0016,ratio_change,medium,medium,medium,True,0.39285714,0.10323402,True,0.96851387,0.31814125,True,False
candidate_pool-0017,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0018,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0019,temporal_numeric_constraint,medium,small,long,True,0.00942761,0.05126263,True,-0.18391433,-0.0568744,True,False
candidate_pool-0020,ratio_change,hard,medium,long,True,0.0974026,-0.19829726,True,1.8998195,1.31369437,False,True
candidate_pool-0021,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0022,weighted_aggregation,hard,medium,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0023,temporal_numeric_constraint,hard,small,long,True,0.42424242,0.02158443,True,8.32189235,0.94357069,False,True
candidate_pool-0024,ratio_change,easy,medium,short,True,0.38095238,0.16053792,True,1.43147703,1.26694111,True,True
candidate_pool-0025,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0026,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0027,temporal_numeric_constraint,easy,small,long,True,-0.25925926,-0.0800304,True,-1.19625121,-0.77544025,False,False
candidate_pool-0028,ratio_change,medium,small,medium,True,-0.23492063,-0.39812698,True,-1.23922083,-2.30443667,False,False
candidate_pool-0029,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0030,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0031,temporal_numeric_constraint,medium,small,long,True,0.00942761,0.05126263,True,-0.12280124,0.0042387,False,False
candidate_pool-0032,ratio_change,hard,small,long,True,0.63809524,0.41520147,True,3.16636583,2.14287039,True,True
candidate_pool-0033,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0034,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0035,temporal_numeric_constraint,hard,small,long,True,0.42424242,0.02158443,True,9.49975663,2.12143497,False,True
candidate_pool-0036,ratio_change,easy,medium,short,True,0.04761905,-0.17279541,True,-1.23922083,-1.40375675,False,False
candidate_pool-0037,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0038,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0039,temporal_numeric_constraint,easy,small,long,True,-0.01094276,0.1682861,True,-1.19625121,-0.77544025,True,False
candidate_pool-0040,ratio_change,medium,medium,medium,True,0.39285714,0.10323402,True,0.96851387,0.31814125,True,False
candidate_pool-0041,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0042,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0043,temporal_numeric_constraint,medium,medium,long,True,0.00942761,0.07195969,True,0.71878317,1.03203211,False,True
candidate_pool-0044,ratio_change,hard,small,long,True,-0.02380952,-0.2467033,True,-2.47844165,-3.50193709,False,False
candidate_pool-0045,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0046,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0047,temporal_numeric_constraint,hard,small,long,True,0.42424242,0.02158443,True,6.92098412,-0.45733754,False,False
candidate_pool-0048,ratio_change,easy,small,short,True,0.23809524,0.07897727,True,-0.57862215,-1.50604856,False,False
candidate_pool-0049,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0050,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0051,temporal_numeric_constraint,easy,small,long,True,-0.02946128,0.14976758,True,-0.91302697,-0.49221601,False,False
candidate_pool-0052,ratio_change,medium,small,medium,True,0.03888889,-0.12431746,True,0.44039912,-0.62481673,False,False
candidate_pool-0053,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0054,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0055,temporal_numeric_constraint,medium,medium,long,True,0.00942761,0.07195969,True,-0.27506066,0.03818828,False,False
candidate_pool-0056,ratio_change,hard,medium,long,True,0.38095238,0.08525253,True,0.0,-0.58612513,True,False
candidate_pool-0057,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0058,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0059,temporal_numeric_constraint,hard,small,long,True,0.42424242,0.02158443,True,5.70063851,-1.67768315,False,False
candidate_pool-0060,ratio_change,easy,medium,short,True,0.04761905,-0.17279541,True,-1.23922083,-1.40375675,False,False
candidate_pool-0061,multiplicative_relation,easy,medium,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0062,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0063,temporal_numeric_constraint,easy,medium,long,True,-0.42435897,-0.19938347,True,-0.82902069,-0.51296658,False,False
candidate_pool-0064,ratio_change,medium,small,medium,True,0.36428571,0.20107937,True,1.8998195,0.83460366,True,False
candidate_pool-0065,multiplicative_relation,medium,large,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0066,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0067,temporal_numeric_constraint,medium,medium,long,True,0.00942761,0.07195969,True,0.71878317,1.03203211,False,True
candidate_pool-0068,ratio_change,hard,small,long,True,0.14285714,-0.08003663,True,1.43147703,0.40798159,False,False
candidate_pool-0069,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0070,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0071,temporal_numeric_constraint,hard,small,long,True,0.42424242,0.02158443,True,6.51932974,-0.85899192,False,False
candidate_pool-0072,ratio_change,easy,medium,short,True,0.38095238,0.16053792,True,0.0,-0.16453592,True,False
candidate_pool-0073,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0074,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0075,temporal_numeric_constraint,easy,small,long,True,-0.21296296,-0.0337341,True,-0.18391433,0.23689663,False,False
candidate_pool-0076,ratio_change,medium,medium,medium,True,0.21428571,-0.07533741,True,0.3604944,-0.28987822,False,False
candidate_pool-0077,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0078,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0079,temporal_numeric_constraint,medium,small,long,True,-0.12962963,-0.08779461,True,-0.18391433,-0.0568744,False,False
candidate_pool-0080,ratio_change,hard,medium,long,True,0.14285714,-0.15284271,True,0.0,-0.58612513,False,False
candidate_pool-0081,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0082,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0083,temporal_numeric_constraint,hard,medium,long,True,0.18855219,-0.16731108,True,8.48741976,0.80397567,False,False
candidate_pool-0084,ratio_change,easy,medium,short,True,0.04761905,-0.17279541,True,-0.24545326,-0.40998918,False,False
candidate_pool-0085,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0086,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0087,temporal_numeric_constraint,easy,medium,long,True,-0.02946128,0.19551423,True,1.11010809,1.42616221,True,True
candidate_pool-0088,ratio_change,medium,small,medium,True,-0.21111111,-0.37431746,True,-1.23922083,-2.30443667,False,False
candidate_pool-0089,multiplicative_relation,medium,large,medium,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0090,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0091,temporal_numeric_constraint,medium,small,long,True,0.00942761,0.05126263,True,-0.18391433,-0.0568744,False,False
candidate_pool-0092,ratio_change,hard,medium,long,True,0.30952381,0.01382395,True,0.0,-0.58612513,False,False
candidate_pool-0093,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0094,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0095,temporal_numeric_constraint,hard,medium,long,True,0.42424242,0.06837915,True,9.76165543,2.07821134,True,True
candidate_pool-0096,ratio_change,easy,small,short,True,-0.02380952,-0.18292749,True,-1.04696462,-1.97439103,False,False
candidate_pool-0097,multiplicative_relation,easy,medium,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0098,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0099,temporal_numeric_constraint,easy,medium,long,True,-0.01094276,0.21403275,True,-0.18391433,0.13213978,True,False
candidate_pool-0100,ratio_change,medium,small,medium,True,0.22142857,0.05822222,True,1.65436624,0.5891504,False,False
candidate_pool-0101,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0102,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0103,temporal_numeric_constraint,medium,medium,long,True,-0.18148148,-0.1189494,True,-1.02549874,-0.71224981,False,False
candidate_pool-0104,ratio_change,hard,medium,long,True,0.36428571,0.06858586,True,3.05851776,2.47239263,False,True
candidate_pool-0105,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0106,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0107,temporal_numeric_constraint,hard,small,long,True,0.42424242,0.02158443,True,7.99888046,0.6205588,False,False
candidate_pool-0108,ratio_change,easy,small,short,True,0.63809524,0.47897727,True,2.91884077,1.99141436,True,True
candidate_pool-0109,multiplicative_relation,easy,medium,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0110,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0111,temporal_numeric_constraint,easy,small,long,True,-0.42592593,-0.24669707,True,0.56652376,0.98733472,False,True
candidate_pool-0112,ratio_change,medium,medium,medium,True,0.38095238,0.09132926,True,-2.47844165,-3.12881427,True,False
candidate_pool-0113,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0114,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0115,temporal_numeric_constraint,medium,small,long,True,0.00942761,0.05126263,True,0.65767008,0.78471001,True,True
candidate_pool-0116,ratio_change,hard,small,long,True,0.54285714,0.31996337,True,2.91884077,1.89534533,True,True
candidate_pool-0117,multiplicative_relation,hard,medium,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0118,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0119,temporal_numeric_constraint,hard,small,long,True,0.42424242,0.02158443,True,8.15113988,0.77281822,False,True
candidate_pool-0120,ratio_change,easy,small,short,True,0.54285714,0.38373918,True,2.91884077,1.99141436,True,True
candidate_pool-0121,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0122,weighted_aggregation,easy,medium,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0123,temporal_numeric_constraint,easy,small,long,True,-0.34102564,-0.16179678,True,-0.18391433,0.23689663,False,False
candidate_pool-0124,ratio_change,medium,small,medium,True,0.1547619,-0.00844444,True,1.18664162,0.12142578,False,False
candidate_pool-0125,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0126,weighted_aggregation,medium,medium,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0127,temporal_numeric_constraint,medium,small,long,True,0.00942761,0.05126263,True,-0.18391433,-0.0568744,False,False
candidate_pool-0128,ratio_change,hard,small,long,True,0.04761905,-0.17527473,True,0.63327317,-0.39022228,False,False
candidate_pool-0129,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0130,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0131,temporal_numeric_constraint,hard,medium,long,True,0.25382025,-0.10204302,True,7.99457281,0.31112873,False,False
candidate_pool-0132,ratio_change,easy,medium,short,True,0.11428571,-0.10612875,True,0.0,-0.16453592,False,False
candidate_pool-0133,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0134,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0135,temporal_numeric_constraint,easy,small,long,True,-0.02946128,0.14976758,True,-0.18391433,0.23689663,False,False
candidate_pool-0136,ratio_change,medium,small,medium,True,0.05555556,-0.10765079,True,1.8998195,0.83460366,False,False
candidate_pool-0137,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0138,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0139,temporal_numeric_constraint,medium,medium,long,True,0.00942761,0.07195969,True,-0.2935537,0.01969523,True,False
candidate_pool-0140,ratio_change,hard,medium,long,True,0.11904762,-0.17665224,True,0.0,-0.58612513,False,False
candidate_pool-0141,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0142,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0143,temporal_numeric_constraint,hard,small,long,True,0.25382025,-0.14883774,True,6.49369664,-0.88462502,False,False
candidate_pool-0144,ratio_change,easy,small,short,True,0.22619048,0.06707251,True,0.96851387,0.04108746,False,False
candidate_pool-0145,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0146,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0147,temporal_numeric_constraint,easy,medium,long,True,-0.42592593,-0.20095042,True,-0.4502595,-0.13420538,False,False
candidate_pool-0148,ratio_change,medium,small,medium,True,0.22142857,0.05822222,True,1.8998195,0.83460366,False,False
candidate_pool-0149,multiplicative_relation,medium,large,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0150,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0151,temporal_numeric_constraint,medium,small,long,True,0.00942761,0.05126263,True,-0.18391433,-0.0568744,True,False
candidate_pool-0152,ratio_change,hard,medium,long,True,0.36428571,0.06858586,True,2.06475019,1.47862506,False,True
candidate_pool-0153,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0154,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0155,temporal_numeric_constraint,hard,small,long,True,0.42424242,0.02158443,True,7.30955547,-0.06876619,True,False
candidate_pool-0156,ratio_change,easy,medium,short,True,0.33333333,0.11291887,True,2.72596672,2.56143079,False,True
candidate_pool-0157,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0158,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0159,temporal_numeric_constraint,easy,medium,long,True,-0.02946128,0.19551423,True,-0.18391433,0.13213978,True,False
candidate_pool-0160,ratio_change,medium,small,medium,True,0.03888889,-0.12431746,True,-0.57862215,-1.643838,False,False
candidate_pool-0161,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0162,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0163,temporal_numeric_constraint,medium,small,long,True,-0.12962963,-0.08779461,True,0.71878317,0.84582311,False,True
candidate_pool-0164,ratio_change,hard,medium,long,True,0.36428571,0.06858586,True,2.06475019,1.47862506,False,True
