candidate_id,task_family,difficulty_bucket,answer_magnitude_bucket,reasoning_length_bucket,main_signal_eligible,main_raw_score,main_residual_score,control_signal_eligible,control_raw_score,control_residual_score,selected_by_main,selected_by_control
candidate_pool-0332,ratio_change,hard,small,long,True,0.22142857,-0.0014652,True,1.8998195,0.87632406,False,False
candidate_pool-0333,multiplicative_relation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0334,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0335,temporal_numeric_constraint,hard,medium,long,True,0.42424242,0.06837915,True,6.40685796,-1.27658612,True,False
candidate_pool-0336,ratio_change,easy,small,short,True,0.3047619,0.14564394,True,3.16636583,2.23893942,True,True
candidate_pool-0337,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0338,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0339,temporal_numeric_constraint,easy,medium,long,True,-0.21296296,0.01201254,True,-1.02549874,-0.70944463,False,False
candidate_pool-0340,ratio_change,medium,medium,medium,True,0.38095238,0.09132926,True,1.43147703,0.78110441,False,False
candidate_pool-0341,multiplicative_relation,medium,small,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0342,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0343,temporal_numeric_constraint,medium,small,long,True,-0.12962963,-0.08779461,True,-0.82902069,-0.70198076,False,False
candidate_pool-0344,ratio_change,hard,small,long,True,0.22142857,-0.0014652,True,1.8998195,0.87632406,False,False
candidate_pool-0345,multiplicative_relation,hard,medium,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0346,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0347,temporal_numeric_constraint,hard,medium,long,True,0.42424242,0.06837915,True,7.84662104,0.16317696,False,False
candidate_pool-0348,ratio_change,easy,medium,short,True,0.30952381,0.08910935,True,0.63327317,0.46873725,False,False
candidate_pool-0349,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0350,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0351,temporal_numeric_constraint,easy,small,long,True,-0.01094276,0.1682861,True,0.12071063,0.5415216,True,True
candidate_pool-0352,ratio_change,medium,medium,medium,True,0.63809524,0.34847212,True,3.16636583,2.51599321,True,True
candidate_pool-0353,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0354,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0355,temporal_numeric_constraint,medium,small,long,True,0.00942761,0.05126263,True,-1.19625121,-1.06921128,False,False
candidate_pool-0356,ratio_change,hard,medium,long,True,0.38095238,0.08525253,True,-2.47844165,-3.06456678,True,False
candidate_pool-0357,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0358,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0359,temporal_numeric_constraint,hard,small,long,True,0.25382025,-0.14883774,True,6.2361055,-1.14221616,False,False
candidate_pool-0360,ratio_change,easy,small,short,True,0.14285714,-0.01626082,True,0.0,-0.92742641,False,False
candidate_pool-0361,multiplicative_relation,easy,medium,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0362,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0363,temporal_numeric_constraint,easy,small,long,True,-0.19444444,-0.01521558,True,-0.18391433,0.23689663,False,False
candidate_pool-0364,ratio_change,medium,small,medium,True,0.16587302,0.00266667,True,2.72596672,1.66075087,False,True
candidate_pool-0365,multiplicative_relation,medium,large,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0366,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0367,temporal_numeric_constraint,medium,medium,long,True,-0.12962963,-0.06709755,True,-0.82902069,-0.51577176,False,False
candidate_pool-0368,ratio_change,hard,small,long,True,0.22619048,0.0032967,True,0.96851387,-0.05498157,False,False
candidate_pool-0369,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0370,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0371,temporal_numeric_constraint,hard,medium,long,True,0.42424242,0.06837915,True,10.33689467,2.65345059,False,True
candidate_pool-0372,ratio_change,easy,small,short,True,0.54285714,0.38373918,True,2.91884077,1.99141436,True,True
candidate_pool-0373,multiplicative_relation,easy,medium,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0374,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0375,temporal_numeric_constraint,easy,medium,long,True,-0.42592593,-0.20095042,True,-0.18391433,0.13213978,False,True
candidate_pool-0376,ratio_change,medium,medium,medium,True,0.04761905,-0.24200407,True,0.0,-0.65037262,False,False
candidate_pool-0377,multiplicative_relation,medium,large,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0378,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0379,temporal_numeric_constraint,medium,small,long,True,0.00942761,0.05126263,True,-0.18391433,-0.0568744,True,False
candidate_pool-0380,ratio_change,hard,medium,long,True,0.39285714,0.09715729,True,1.18664162,0.60051649,True,False
candidate_pool-0381,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0382,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0383,temporal_numeric_constraint,hard,medium,long,True,0.42424242,0.06837915,True,5.59099914,-2.09244495,False,False
candidate_pool-0384,ratio_change,easy,small,short,True,-0.21111111,-0.37022908,True,-1.23922083,-2.16664724,False,False
candidate_pool-0385,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0386,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0387,temporal_numeric_constraint,easy,small,long,True,-0.01094276,0.1682861,True,-1.19625121,-0.77544025,True,False
candidate_pool-0388,ratio_change,medium,small,medium,True,0.03888889,-0.12431746,True,-0.57862215,-1.643838,False,False
candidate_pool-0389,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0390,weighted_aggregation,medium,medium,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0391,temporal_numeric_constraint,medium,small,long,True,-0.12962963,-0.08779461,True,-1.19625121,-1.06921128,False,False
candidate_pool-0392,ratio_change,hard,medium,long,True,0.38095238,0.08525253,True,0.0,-0.58612513,True,False
candidate_pool-0393,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0394,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0395,temporal_numeric_constraint,hard,small,long,True,0.50757576,0.10491777,True,5.24226167,-2.13606,True,False
candidate_pool-0396,ratio_change,easy,small,short,True,-0.02380952,-0.18292749,True,0.3604944,-0.56693201,False,False
candidate_pool-0397,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0398,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0399,temporal_numeric_constraint,easy,medium,long,True,-0.42435897,-0.19938347,True,-1.19625121,-0.88019709,False,False
candidate_pool-0400,ratio_change,medium,medium,medium,True,0.38095238,0.09132926,True,-2.47844165,-3.12881427,False,False
candidate_pool-0401,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0402,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0403,temporal_numeric_constraint,medium,small,long,True,-0.12962963,-0.08779461,True,0.71878317,0.84582311,False,True
candidate_pool-0404,ratio_change,hard,medium,long,True,0.22142857,-0.07427128,True,0.66059867,0.07447354,False,False
candidate_pool-0405,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0406,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0407,temporal_numeric_constraint,hard,medium,long,True,0.42424242,0.06837915,True,8.74931855,1.06587446,True,True
candidate_pool-0408,ratio_change,easy,small,short,True,-0.21111111,-0.37022908,True,-1.23922083,-2.16664724,False,False
candidate_pool-0409,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0410,weighted_aggregation,easy,medium,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0411,temporal_numeric_constraint,easy,medium,long,True,-0.21296296,0.01201254,True,0.71878317,1.03483729,False,True
candidate_pool-0412,ratio_change,medium,small,medium,True,0.23809524,0.07488889,True,-0.57862215,-1.643838,False,False
candidate_pool-0413,multiplicative_relation,medium,large,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0414,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0415,temporal_numeric_constraint,medium,medium,long,True,-0.18148148,-0.1189494,True,-1.28739754,-0.9741486,False,False
candidate_pool-0416,ratio_change,hard,medium,long,True,0.38095238,0.08525253,True,-2.47844165,-3.06456678,False,False
candidate_pool-0417,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0418,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0419,temporal_numeric_constraint,hard,medium,long,True,0.18855219,-0.16731108,True,7.82368162,0.14023754,False,False
candidate_pool-0420,ratio_change,easy,small,short,True,0.04761905,-0.11149892,True,0.63327317,-0.29415324,False,False
candidate_pool-0421,multiplicative_relation,easy,medium,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0422,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0423,temporal_numeric_constraint,easy,medium,long,True,-0.25925926,-0.03428375,True,-0.18391433,0.13213978,False,False
candidate_pool-0424,ratio_change,medium,small,medium,True,0.23809524,0.07488889,True,-0.57862215,-1.643838,True,False
candidate_pool-0425,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0426,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0427,temporal_numeric_constraint,medium,medium,long,True,0.00942761,0.07195969,True,-1.19625121,-0.88300227,True,False
candidate_pool-0428,ratio_change,hard,small,long,True,0.54285714,0.31996337,True,3.16636583,2.14287039,True,True
candidate_pool-0429,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0430,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0431,temporal_numeric_constraint,hard,medium,long,True,0.25382025,-0.10204302,True,6.40685796,-1.27658612,False,False
candidate_pool-0432,ratio_change,easy,small,short,True,-0.02380952,-0.18292749,True,0.3604944,-0.56693201,False,False
candidate_pool-0433,multiplicative_relation,easy,medium,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0434,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0435,temporal_numeric_constraint,easy,medium,long,True,-0.42435897,-0.19938347,True,-1.19625121,-0.88019709,False,False
candidate_pool-0436,ratio_change,medium,medium,medium,True,0.36428571,0.07466259,True,1.8998195,1.24944688,False,True
candidate_pool-0437,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0438,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0439,temporal_numeric_constraint,medium,small,long,True,0.00942761,0.05126263,True,-0.18391433,-0.0568744,False,False
candidate_pool-0440,ratio_change,hard,small,long,True,0.23809524,0.01520147,True,-0.57862215,-1.60211759,False,False
candidate_pool-0441,multiplicative_relation,hard,medium,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0442,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0443,temporal_numeric_constraint,hard,medium,long,True,0.42424242,0.06837915,True,6.2361055,-1.44733859,False,False
candidate_pool-0444,ratio_change,easy,medium,short,True,0.38095238,0.16053792,True,-1.48467408,-1.64921,True,False
candidate_pool-0445,multiplicative_relation,easy,medium,short,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0446,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0447,temporal_numeric_constraint,easy,small,long,True,-0.21139601,-0.03216715,True,-0.18391433,0.23689663,False,False
candidate_pool-0448,ratio_change,medium,small,medium,True,0.23809524,0.07488889,True,1.8998195,0.83460366,False,False
candidate_pool-0449,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0450,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0451,temporal_numeric_constraint,medium,small,long,True,0.00942761,0.05126263,True,0.82842255,0.95546248,False,True
candidate_pool-0452,ratio_change,hard,medium,long,True,0.30952381,0.01382395,True,1.62704073,1.0409156,False,False
candidate_pool-0453,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0454,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0455,temporal_numeric_constraint,hard,medium,long,True,0.42424242,0.06837915,True,7.53166662,-0.15177747,True,False
candidate_pool-0456,ratio_change,easy,medium,short,True,0.22142857,0.00101411,True,0.66059867,0.49606275,False,False
candidate_pool-0457,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0458,weighted_aggregation,easy,medium,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0459,temporal_numeric_constraint,easy,small,long,True,-0.01094276,0.1682861,True,-1.19625121,-0.77544025,True,False
candidate_pool-0460,ratio_change,medium,medium,medium,True,0.22142857,-0.06819455,True,0.66059867,0.01022605,False,False
candidate_pool-0461,multiplicative_relation,medium,large,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0462,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0463,temporal_numeric_constraint,medium,medium,long,True,-0.18148148,-0.1189494,True,-0.18391433,0.12933461,False,False
candidate_pool-0464,ratio_change,hard,small,long,True,0.04761905,-0.17527473,True,0.0,-1.02349544,False,False
candidate_pool-0465,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0466,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0467,temporal_numeric_constraint,hard,medium,long,True,0.42424242,0.06837915,True,8.74931855,1.06587446,False,False
candidate_pool-0468,ratio_change,easy,small,short,True,0.22619048,0.06707251,True,1.18664162,0.25921521,False,False
candidate_pool-0469,multiplicative_relation,easy,medium,short,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0470,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0471,temporal_numeric_constraint,easy,medium,long,True,-0.02946128,0.19551423,True,-0.18391433,0.13213978,False,False
candidate_pool-0472,ratio_change,medium,medium,medium,True,0.0974026,-0.19222052,True,-0.57862215,-1.22899477,False,False
candidate_pool-0473,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0474,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0475,temporal_numeric_constraint,medium,medium,long,True,0.00942761,0.07195969,True,-1.02549874,-0.71224981,True,False
candidate_pool-0476,ratio_change,hard,small,long,True,0.54285714,0.31996337,True,3.16636583,2.14287039,True,True
candidate_pool-0477,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0478,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0479,temporal_numeric_constraint,hard,small,long,True,0.50757576,0.10491777,True,7.24844238,-0.12987929,True,False
candidate_pool-0480,ratio_change,easy,small,short,True,0.23809524,0.07897727,True,2.06475019,1.13732378,False,False
candidate_pool-0481,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0482,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0483,temporal_numeric_constraint,easy,small,long,True,-0.42592593,-0.24669707,True,-0.91302697,-0.49221601,False,False
candidate_pool-0484,ratio_change,medium,small,medium,True,0.33333333,0.17012698,True,3.71973428,2.65451844,True,True
candidate_pool-0485,multiplicative_relation,medium,large,medium,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0486,weighted_aggregation,medium,medium,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0487,temporal_numeric_constraint,medium,medium,long,True,-0.15011655,-0.08758447,True,-0.18391433,0.12933461,False,False
candidate_pool-0488,ratio_change,hard,small,long,True,0.23809524,0.01520147,True,-0.57862215,-1.60211759,False,False
candidate_pool-0489,multiplicative_relation,hard,large,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0490,weighted_aggregation,hard,small,long,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0491,temporal_numeric_constraint,hard,medium,long,True,0.42424242,0.06837915,True,4.68830163,-2.99514245,False,False
candidate_pool-0492,ratio_change,easy,medium,short,True,0.30952381,0.08910935,True,0.0,-0.16453592,False,False
candidate_pool-0493,multiplicative_relation,easy,small,short,False,0.0,0.0,False,0.0,0.0,True,True
candidate_pool-0494,weighted_aggregation,easy,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0495,temporal_numeric_constraint,easy,medium,long,True,-0.02946128,0.19551423,True,-0.18391433,0.13213978,False,False
candidate_pool-0496,ratio_change,medium,small,medium,True,0.04761905,-0.1155873,True,0.0,-1.06521584,False,False
candidate_pool-0497,multiplicative_relation,medium,medium,medium,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0498,weighted_aggregation,medium,small,long,False,0.0,0.0,False,0.0,0.0,False,False
candidate_pool-0499,temporal_numeric_constraint,medium,medium,long,True,0.00942761,0.07195969,True,-0.18391433,0.12933461,False,False
